,t,m
CBR1,0.326297735383285,0.489446603074927
TRMT12,-0.326284795130388,-0.489427192695582
TCF19,0.326150968977088,0.489226453465632
FCHO2,0.326078475958589,0.489117713937884
AMOTL2,0.325944460573919,0.488916690860879
DCTD,0.325577094816542,0.488365642224813
DUSP28,0.325565794054233,0.48834869108135
SUMF1,-0.3253552490632,-0.4880328735948
TRMO,0.325203573557269,0.487805360335903
HSP90AB1,0.325042907640978,0.487564361461467
PLCL2,-0.324950126297922,-0.487425189446883
TSPAN14,-0.324725088150349,-0.487087632225524
ZNF322,-0.324652050573803,-0.486978075860704
GPN1,0.324623866838223,0.486935800257334
DPP9,0.324533033180387,0.48679954977058
CPEB2,-0.324492119620931,-0.486738179431397
PIK3R2,-0.324405359814916,-0.486608039722374
CRLF2,-0.324240001412397,-0.486360002118596
YBX2,0.324144664141088,0.486216996211632
TRMT2B,0.323973164104745,0.485959746157118
CEP97,-0.323972136427999,-0.485958204641998
SAP18,-0.323582629055341,-0.485373943583012
MPDZ,-0.3232927749207,-0.48493916238105
C3orf62,-0.323159210746069,-0.484738816119104
ZSWIM3,-0.323094003662266,-0.484641005493399
INPP4B,0.322854622932705,0.484281934399058
TSR1,0.322176298299287,0.48326444744893
ARSI,-0.32211489679418,-0.48317234519127
SLC31A2,0.321920738110293,0.482881107165439
STARD3NL,0.321878658125906,0.482817987188859
KLHL7,-0.321853328484934,-0.482779992727401
ARFRP1,0.321802788961444,0.482704183442166
ZFP30,0.321703880429341,0.482555820644011
SLMAP,0.321552410953753,0.482328616430629
ZNF595,0.321400783121765,0.482101174682648
POLR2L,-0.321353458082484,-0.482030187123726
DPH1,0.321277877918619,0.481916816877929
FYTTD1,-0.320934974684442,-0.481402462026663
MED13,-0.320882067431556,-0.481323101147334
HSF2,0.320742434963795,0.481113652445692
TNRC6A,0.320659319537803,0.480988979306705
SCML2,0.320625630986221,0.480938446479331
SCYL1,0.320557232610617,0.480835848915926
DNAJB7,0.320516788237309,0.480775182355964
MEPCE,-0.32041437569652,-0.48062156354478
SCRN1,-0.320294309684334,-0.480441464526501
GLB1,-0.320244599265212,-0.480366898897818
ZNF776,0.319677372676257,0.479516059014386
GAMT,-0.319668370881414,-0.479502556322121
MZT1,0.31928836904874,0.47893255357311
WIPI2,0.31906807212361,0.478602108185415
DNHD1,-0.319033808625744,-0.478550712938616
CYSTM1,-0.319009486872884,-0.478514230309326
GNB2,0.318815003649402,0.478222505474103
FBXL20,0.318547761931979,0.477821642897968
PPP1R7,-0.318390844691077,-0.477586267036615
ZDHHC17,-0.318234272449635,-0.477351408674452
IRF3,-0.318022310178468,-0.477033465267702
LAGE3,-0.317967463098832,-0.476951194648248
AZI2,0.317906489532372,0.476859734298558
ITPRIPL1,-0.317712487936537,-0.476568731904806
ZNF354C,0.317534659475094,0.476301989212641
PRIMPOL,0.317498811630331,0.476248217445497
GGA2,0.317413120299205,0.476119680448807
LRIG2,0.317121965391212,0.475682948086818
CRK,-0.317112897992372,-0.475669346988558
PPP1CA,0.316849553700878,0.475274330551317
ALDH1B1,0.316794672032976,0.475192008049464
CCSMST1,-0.316685952820094,-0.475028929230141
CCDC50,-0.316679193261496,-0.475018789892244
CHCHD6,0.316651217572249,0.474976826358374
PTAR1,0.316537802171799,0.474806703257698
ZNF37A,-0.316494772076645,-0.474742158114968
VPS36,0.316391591319069,0.474587386978604
THAP10,-0.316374709142315,-0.474562063713473
SNF8,0.316323023492217,0.474484535238326
E2F7,0.316184642973563,0.474276964460345
STX6,-0.316080809636477,-0.474121214454716
RRBP1,0.316027327397701,0.474040991096552
TBC1D8,0.31601918910377,0.474028783655655
PPP6C,0.316019141418496,0.474028712127744
CD320,0.315990180893681,0.473985271340522
RAB24,0.315927406109519,0.473891109164279
MAP3K4,0.315788849366467,0.473683274049701
BLMH,0.315536201314086,0.473304301971129
NRBP1,-0.315429908618724,-0.473144862928086
TPRKB,0.315294441928725,0.472941662893088
SPAG16,-0.315070300668314,-0.472605451002471
UXT,0.315028533704303,0.472542800556454
USP24,-0.314654214713961,-0.471981322070941
NHLRC3,-0.31447665877601,-0.471714988164015
PEAR1,0.314416034587072,0.471624051880608
RSF1,0.314392859880863,0.471589289821295
PHF2,0.314121466011515,0.471182199017273
CCDC22,0.31387374207404,0.47081061311106
AARS,0.31375229833944,0.47062844750916
CCAR1,-0.313309054612056,-0.469963581918084
LACC1,0.313221017450369,0.469831526175554
SWT1,-0.312859257185033,-0.469288885777549
FARP1,0.312814601186504,0.469221901779756
SLC35E1,0.312763989648545,0.469145984472818
RNF185,-0.312481197590323,-0.468721796385485
TCF20,-0.312457857829908,-0.468686786744862
CUBN,0.312132569496209,0.468198854244314
ZNF670,0.311832369262647,0.467748553893971
PITRM1,-0.311695461095357,-0.467543191643035
ZNF844,0.311555873860365,0.467333810790547
TFCP2,0.311555237774052,0.467332856661078
ECI1,-0.311401517856122,-0.467102276784183
ZNF724,-0.311302575467685,-0.466953863201528
UBE2Q2,0.310957338967462,0.466436008451193
XRN1,-0.310904330297389,-0.466356495446083
TMCO4,0.310452618119688,0.465678927179532
SLC25A11,-0.310320057707682,-0.465480086561523
KLHL14,-0.310183832472822,-0.465275748709233
HNRNPK,0.310133961178895,0.465200941768343
CLN8,0.310055638500972,0.465083457751458
SETD9,-0.309960104359086,-0.464940156538629
SCAMP1,0.309641012675952,0.464461519013928
KCTD20,0.309360785830467,0.4640411787457
ATP7B,0.309300587525969,0.463950881288954
TUT7,0.30928640456031,0.463929606840465
RPL11,0.30910989607017,0.463664844105255
ZNF226,-0.308963220565596,-0.463444830848394
ATP1B3,0.308948699824627,0.463423049736941
GPRASP1,-0.308942326886644,-0.463413490329966
GUSB,0.308732561640358,0.463098842460537
TP53BP2,0.308552063532866,0.462828095299299
WBP2,0.308433517501635,0.462650276252452
RBM42,0.308430464911985,0.462645697367978
ATP6V1C1,-0.308402512268699,-0.462603768403049
TUBA1A,0.308359137761589,0.462538706642384
POLR2G,-0.308043023894818,-0.462064535842227
PPP1R15A,0.307485551412695,0.461228327119042
PARG,0.307351333995362,0.461027000993043
ALKBH8,0.307255925907915,0.460883888861872
CDKL5,0.307158014844937,0.460737022267405
SEC14L2,0.307120409521675,0.460680614282513
INTS6,0.307014807181767,0.46052221077265
RAB12,-0.306935948171492,-0.460403922257238
DEGS1,-0.306892219291333,-0.460338328936999
PIK3C3,-0.306839535214982,-0.460259302822473
HDAC1,0.306472880940325,0.459709321410487
PTMS,0.306383044489474,0.459574566734211
LGALS3,-0.306357489469594,-0.459536234204391
USP16,0.306267558676422,0.459401338014633
ALOX12,-0.306046724122118,-0.459070086183177
ACTR8,-0.306017055638388,-0.459025583457582
DNAJC15,-0.305991468713732,-0.458987203070598
PSPC1,0.305937120450569,0.458905680675853
GPER1,-0.305693297758656,-0.458539946637984
LARP1B,0.305632462853885,0.458448694280828
RNF26,0.305602293978633,0.458403440967949
PRDM1,-0.305303402211815,-0.457955103317722
NEK1,-0.305291651157607,-0.45793747673641
LMAN2,-0.305279048220414,-0.457918572330621
EML4,-0.305159931236111,-0.457739896854166
MRPL22,0.305009479406183,0.457514219109274
TBRG4,0.304732844738289,0.457099267107433
SPRTN,0.304637027340281,0.456955541010421
RGS9,-0.304626637496186,-0.456939956244279
TAF1B,0.304376658012072,0.456564987018108
BZW1,0.304227965430236,0.456341948145354
SCAF11,0.304189179224171,0.456283768836256
UCKL1,-0.304136365870022,-0.456204548805033
PSMD7,0.304053982149949,0.456080973224923
RBM34,0.303684501002115,0.455526751503173
TBC1D25,-0.303651498823844,-0.455477248235766
CARS,0.303305789787559,0.454958684681338
ORAI2,0.302982389018723,0.454473583528084
CORO1C,-0.30286982228107,-0.454304733421605
IFT22,-0.302813702400581,-0.454220553600871
BRI3,0.30235017886957,0.453525268304355
MBP,0.302334960464483,0.453502440696725
NR2F1,0.302252891854668,0.453379337782002
PARP1,0.302227110272417,0.453340665408625
PRSS53,0.302013697030682,0.453020545546023
DHRSX,0.301956307746642,0.452934461619963
VPS4B,0.301908180178154,0.452862270267231
S100A1,-0.301875944994383,-0.452813917491575
EPS15L1,-0.301710265062079,-0.452565397593118
IWS1,0.301619933781984,0.452429900672976
STAT6,-0.301557629342186,-0.452336444013279
SMTN,0.301338937771502,0.452008406657253
HOXB7,0.301270319625192,0.451905479437788
HGH1,0.300918492104961,0.451377738157442
TRIM37,-0.300788099183854,-0.451182148775781
HIKESHI,-0.300713993552088,-0.451070990328132
CDC42SE1,0.300054059561019,0.450081089341528
LEPROTL1,-0.300047984149002,-0.450071976223503
ZFAND5,-0.299980874792217,-0.449971312188326
KEAP1,-0.299688790662322,-0.449533185993483
MYCBP2,-0.299686735191501,-0.449530102787252
CPTP,-0.299675605359652,-0.449513408039478
TRIM41,0.299639376585418,0.449459064878127
FAM241A,-0.299604557795047,-0.449406836692571
TCF25,0.299508669942199,0.449263004913299
FAM53B,-0.299489927787484,-0.449234891681226
VPS51,-0.299429584854787,-0.44914437728218
NCDN,0.299361417348637,0.449042126022956
NFKBIZ,-0.299345081394217,-0.449017622091326
ATP5MPL,-0.29933048014828,-0.44899572022242
ZNF823,-0.299311271806904,-0.448966907710356
POLR2A,-0.299309186659525,-0.448963779989287
KHDRBS3,0.299187571642867,0.448781357464301
GPATCH1,-0.299120858356901,-0.448681287535352
FUT10,-0.299075530009544,-0.448613295014316
RPL37,0.298755627483358,0.448133441225037
PEX1,-0.298705916006428,-0.448058874009642
SNX13,0.298594903300829,0.447892354951243
RAD1,0.298584779516031,0.447877169274047
CNKSR1,-0.29819139850698,-0.44728709776047
ZNF77,0.29805074188529,0.447076112827935
NANP,-0.298038562610497,-0.447057843915745
SURF2,0.298002315155509,0.447003472733264
SLC25A38,0.297920928424474,0.446881392636711
ATXN1L,0.297895302734175,0.446842954101263
CSNK2B,-0.297550755589788,-0.446326133384682
UBAP1,-0.29736310299998,-0.44604465449997
CRTC1,-0.29728447618486,-0.44592671427729
NARS1,0.297146775532333,0.4457201632985
MKS1,-0.296631414670776,-0.444947122006164
GTPBP8,-0.296423904855709,-0.444635857283564
RPL22,0.296237661912911,0.444356492869367
SUPT4H1,-0.295985954122154,-0.443978931183231
RPL26,0.295658813370766,0.443488220056149
ZNF649,0.295656387966255,0.443484581949382
SVBP,0.295618657656436,0.443427986484654
TAF1,0.295613277069006,0.443419915603509
TNFRSF10B,0.29548391028478,0.44322586542717
AKT1S1,0.295450951155318,0.443176426732977
PTOV1,-0.295285957672108,-0.442928936508162
TNPO3,0.295135073671255,0.442702610506883
KMT2E,-0.295132543762664,-0.442698815643996
ST13,0.295033077870462,0.442549616805693
INTS11,-0.294968782557156,-0.442453173835734
ZNF84,-0.294705206793942,-0.442057810190913
MORN1,0.294610890999131,0.441916336498697
L3MBTL2,-0.294437146812609,-0.441655720218914
ZNF571,0.294402024534686,0.441603036802029
GEN1,-0.294397824085189,-0.441596736127783
DHCR7,0.294195553812562,0.441293330718843
SOS1,-0.294188628834867,-0.441282943252301
CD164,-0.29401519628885,-0.441022794433275
SMIM4,-0.293954654464143,-0.440931981696215
METTL26,0.293843455053622,0.440765182580433
ARL5A,0.293712516460921,0.440568774691382
MYL9,0.293689688607958,0.440534532911937
P4HTM,-0.293654233866212,-0.440481350799318
TRMT13,0.293195806656585,0.439793709984878
SGPL1,0.293043487576005,0.439565231364007
RNFT1,-0.293041361001887,-0.439562041502831
OTUD7B,-0.292543932147906,-0.438815898221859
ZMYND10,-0.292540965538703,-0.438811448308055
MED21,0.292488873365667,0.4387333100485
RUBCN,-0.292466648977871,-0.438699973466807
GCFC2,-0.292358942705007,-0.43853841405751
COPS5,-0.292306370893913,-0.438459556340869
LCMT2,-0.292224143464959,-0.438336215197438
NIPSNAP1,-0.292074295070171,-0.438111442605257
RNF113A,0.291162124140216,0.436743186210324
HNRNPH1,-0.291046028942987,-0.43656904341448
UBXN8,-0.290904704417707,-0.43635705662656
TEX10,0.290726142511236,0.436089213766854
NRF1,-0.290390923131128,-0.435586384696692
MALL,-0.290338712577153,-0.435508068865729
C16orf58,-0.290330541495935,-0.435495812243903
TEP1,0.290320074729648,0.435480112094472
PPCDC,-0.290039314082542,-0.435058971123813
UVSSA,-0.289771163540318,-0.434656745310477
FAM160B2,0.289686679991046,0.434530019986569
CDK15,0.289632890537481,0.434449335806221
LAMP2,-0.28938389844331,-0.434075847664965
IPO4,0.289152204424463,0.433728306636694
SLC35C2,-0.28895896376893,-0.433438445653395
KLHL2,0.28894262567169,0.433413938507535
FOXP1,-0.288521071896185,-0.432781607844277
GARS1,0.288348830121962,0.432523245182943
SUZ12,-0.288192433440528,-0.432288650160792
PPARA,-0.288151288378047,-0.43222693256707
ZNF543,-0.28806915765863,-0.432103736487945
NGRN,-0.287999642080484,-0.431999463120726
SON,0.287692639346284,0.431538959019426
CWC15,-0.287681993252135,-0.431522989878202
SNRNP200,0.287339630070722,0.431009445106083
ALKBH7,0.287191055568298,0.430786583352447
TFPT,0.286900513503185,0.430350770254778
DLC1,0.286865842788991,0.430298764183487
TMEM237,0.286849091051088,0.430273636576632
MTCH1,-0.286798769109428,-0.430198153664142
LRRC8C,-0.286696703480651,-0.430045055220977
ETV2,-0.28667318008108,-0.43000977012162
PRKAR1B,0.286488544765646,0.429732817148469
FARP2,0.28645873146567,0.429688097198505
ZC3HC1,-0.286388813404451,-0.429583220106676
FBXO48,0.286227154566513,0.42934073184977
HSPH1,-0.286162448250091,-0.429243672375136
PCYOX1L,-0.28615101932459,-0.429226528986885
STAP2,0.285996763183262,0.428995144774893
NBPF3,-0.285901129035445,-0.428851693553168
PRADC1,0.285700014713783,0.428550022070674
SGO2,0.285698143556464,0.428547215334696
PROCR,-0.285594721217435,-0.428392081826153
TLE3,0.285576302065084,0.428364453097626
DNAJA1,-0.285569081603514,-0.428353622405271
CGB7,-0.28555984293065,-0.428339764395975
MSH3,0.285549763147051,0.428324644720577
PDRG1,0.285501711382452,0.428252567073678
DCTN4,0.285371082208196,0.428056623312294
TIMM29,0.285168775563734,0.427753163345601
TBP,0.284813630438303,0.427220445657454
GNAL,-0.284697069844555,-0.427045604766833
FAM111A,-0.284661836596658,-0.426992754894987
DCUN1D2,0.284254653425901,0.426381980138852
CORO7,-0.284245383421117,-0.426368075131676
ATXN2L,-0.284045409712041,-0.426068114568061
PRKRIP1,0.284037358753033,0.42605603812955
ZNF593,0.284003054647663,0.426004581971494
N4BP2L2,0.283774711264805,0.425662066897208
TFE3,0.28376333711032,0.42564500566548
CASP9,-0.283654805452301,-0.425482208178452
DHX9,0.283614179028291,0.425421268542437
FAAP100,-0.282685081578575,-0.424027622367863
RFX7,0.28244945313633,0.423674179704495
YTHDC2,0.282322000281884,0.423483000422826
MRPS2,0.282246226817512,0.423369340226268
ORC5,-0.282239353030706,-0.423359029546059
ELOB,-0.2818279665023,-0.42274194975345
ZDHHC16,0.28170874749845,0.422563121247675
PTPN13,0.281253075447357,0.421879613171036
NID1,-0.281241051224603,-0.421861576836905
PYGB,0.280940671187293,0.421411006780939
FBXO46,0.280803306811481,0.421204960217222
CBX8,0.280493597230898,0.420740395846347
CAP1,0.280433748686424,0.420650623029636
PPP2R5E,-0.280262227263442,-0.420393340895163
FLAD1,-0.280103759205051,-0.420155638807576
EDRF1,0.279978218517356,0.419967327776034
SAMM50,0.279860168931649,0.419790253397474
UBE2D2,0.279645462994764,0.419468194492146
MAPK9,0.279094190098388,0.418641285147582
TNFRSF11A,-0.279002041483987,-0.41850306222598
RNF168,0.278916718429889,0.418375077644834
RSRC1,-0.278810184405349,-0.418215276608023
DFFB,0.278792612851006,0.418188919276509
GPI,0.278783951001273,0.418175926501909
G3BP2,-0.278679037604346,-0.418018556406519
NRIP1,-0.278557528189383,-0.417836292284074
CSDE1,0.278525942244531,0.417788913366796
TNNC1,-0.278300988474407,-0.41745148271161
CLK1,0.277972813398789,0.416959220098183
ZCCHC17,0.27796269784087,0.416944046761305
DNAJB12,0.277892155120453,0.41683823268068
UBP1,-0.277673210125385,-0.416509815188078
RIT1,-0.277641435106364,-0.416462152659546
FAM76A,-0.277573106110997,-0.416359659166496
GATAD1,-0.277534430734258,-0.416301646101387
CHUK,-0.277417292436752,-0.416125938655128
POTEI,0.277353860088262,0.416030790132393
MEST,-0.277226121085888,-0.415839181628832
ZNF251,-0.277223254966408,-0.415834882449612
SSBP1,-0.277155814520286,-0.415733721780429
SHLD3,0.276973815822602,0.415460723733903
NDUFB9,-0.276934600284017,-0.415401900426026
NFE2L2,0.276657206952066,0.414985810428099
TIMM13,-0.276642783293094,-0.414964174939641
HNRNPH2,-0.276622362233176,-0.414933543349764
ARMC8,-0.276563397220145,-0.414845095830218
TMEM164,0.276078603736533,0.414117905604799
FAM71D,-0.275836985247955,-0.413755477871933
ARPC4,0.275791035318563,0.413686552977845
PCDHB2,0.275605238938437,0.413407858407656
RDH11,0.27530510741002,0.41295766111503
FBXL18,-0.275151837312225,-0.412727755968337
IL17RC,-0.275021471133375,-0.412532206700063
EEF1AKNMT,-0.27495263200973,-0.412428948014595
BCAN,-0.274177155313512,-0.411265732970268
PRR14L,-0.274045523476754,-0.411068285215131
CUL2,0.274031032127857,0.411046548191786
ZNF419,0.27392435949941,0.410886539249115
SLC43A2,0.273914769132291,0.410872153698437
PBRM1,-0.273882578444072,-0.410823867666108
PSMC4,-0.273832206558572,-0.410748309837858
SF3A1,-0.273780313910835,-0.410670470866253
STIMATE,-0.273501633864718,-0.410252450797077
ADH5,-0.273461094066275,-0.410191641099413
TMEM186,-0.273336741682922,-0.410005112524383
IQSEC2,-0.273316897451631,-0.409975346177447
FAM220A,0.273246516981686,0.409869775472529
FAM91A1,-0.273224381941258,-0.409836572911887
EVPL,0.273006591938682,0.409509887908023
PRMT3,0.272956704288282,0.409435056432423
ADRB2,-0.272750865235479,-0.409126297853218
GRAMD1C,-0.272722630262265,-0.409083945393398
PPP1R14A,0.272680683161956,0.409021024742934
RAB8B,-0.27217118943766,-0.40825678415649
GNAI1,-0.27200912289413,-0.408013684341195
ATP5PB,-0.27175301705365,-0.407629525580475
PARS2,-0.271732881613686,-0.407599322420529
HNRNPH3,-0.271710398085248,-0.407565597127872
TMEM116,-0.270904611363709,-0.406356917045564
SLC16A13,-0.270787801479067,-0.406181702218601
SET,0.270528197527032,0.405792296290548
NDE1,0.270473890645012,0.405710835967518
PTPN20,0.270414674587532,0.405622011881298
PFDN5,0.27027485127796,0.40541227691694
ORMDL2,0.270267751537349,0.405401627306023
TEX264,-0.270047918226593,-0.40507187733989
LBHD1,0.269741029903414,0.404611544855121
UQCC3,-0.269631632840995,-0.404447449261493
NME3,-0.26946649523155,-0.404199742847325
RWDD4,-0.268953898230097,-0.403430847345146
LIMK2,0.268917941399006,0.403376912098509
SHMT1,0.268717081464445,0.403075622196667
UBLCP1,-0.268546875384947,-0.40282031307742
SLC29A1,-0.268459588017286,-0.402689382025929
MSL1,-0.267893247066589,-0.401839870599884
RPS20,0.267863813783595,0.401795720675392
OOEP,-0.267848717285857,-0.401773075928786
ZNF18,-0.267758061749678,-0.401637092624517
ZFAND4,0.267726974505593,0.40159046175839
TLE5,0.267481047922771,0.401221571884157
PPP1R12B,0.267400282851242,0.401100424276863
SIPA1,0.266826629216802,0.400239943825203
HSF2BP,0.266654980408191,0.399982470612287
ZNF280D,-0.266629017942929,-0.399943526914393
FCRLB,0.266531763726153,0.399797645589229
ST6GALNAC4,-0.266514566984875,-0.399771850477313
DNTTIP2,-0.26622222011973,-0.399333330179595
ACAT1,0.266178287253069,0.399267430879604
